rule,file,line,col,severity,message,suggestion,filter_reason
R01,include/psa/crypto_config.h,123,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ARIA' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,124,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_CAMELLIA' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,126,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DES' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,128,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_PUBLIC_KEY' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,129,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DH_PUBLIC_KEY' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,130,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RAW_DATA' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,132,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_PUBLIC_KEY' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,141,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_BASIC' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,142,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_IMPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,143,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_EXPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,144,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_GENERATE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,145,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_DERIVE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,147,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_BASIC' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,148,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_IMPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,149,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_EXPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,150,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_GENERATE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,153,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DH_KEY_PAIR_BASIC' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,154,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DH_KEY_PAIR_IMPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,155,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DH_KEY_PAIR_EXPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_config.h,156,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_DH_KEY_PAIR_GENERATE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_legacy.h,24,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_BASIC' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_legacy.h,27,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_IMPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_legacy.h,30,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_EXPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_legacy.h,33,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_GENERATE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_legacy.h,36,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_DERIVE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_legacy.h,42,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_BASIC' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_legacy.h,45,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_IMPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_legacy.h,48,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_EXPORT' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,include/psa/crypto_legacy.h,51,0,medium,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_GENERATE' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,library/aes.c,1821,18,high,Hardcoded key array size (32 bytes) for 'key' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_r01_symmetric_hash_or_config_context
R01,library/chacha20.c,160,48,high,Hardcoded key array size (32 bytes) for 'key' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_r01_symmetric_hash_or_config_context
R01,library/chacha20.c,245,47,high,Hardcoded key array size (32 bytes) for 'key' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_r01_symmetric_hash_or_config_context
R01,library/chachapoly.c,95,50,high,Hardcoded key array size (32 bytes) for 'key' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_r01_symmetric_hash_or_config_context
R04,library/ecdsa.c,810,4,high,Return value of cryptographic function 'mbedtls_ecp_keypair_init' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/ecdsa.c,822,4,high,Return value of cryptographic function 'mbedtls_ecp_keypair_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/pk_ecc.c,182,4,high,Return value of cryptographic function 'mbedtls_ecp_keypair_init' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/pk_ecc.c,198,4,high,Return value of cryptographic function 'mbedtls_ecp_keypair_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/pk_wrap.c,1086,8,high,Return value of cryptographic function 'mbedtls_ecp_keypair_init' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/pk_wrap.c,1094,4,high,Return value of cryptographic function 'mbedtls_ecp_keypair_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R01,library/poly1305.c,243,48,high,Hardcoded key array size (32 bytes) for 'key' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_r01_symmetric_hash_or_config_context
R01,library/poly1305.c,349,45,high,Hardcoded key array size (32 bytes) for 'key' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_r01_symmetric_hash_or_config_context
R04,library/psa_crypto.c,1278,4,high,Return value of cryptographic function 'PSA_THREADING_CHK_GOTO_EXIT' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto.c,8132,12,high,Return value of cryptographic function 'PSA_THREADING_CHK_GOTO_EXIT' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto.c,8145,12,high,Return value of cryptographic function 'PSA_THREADING_CHK_GOTO_EXIT' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto.c,8154,12,high,Return value of cryptographic function 'PSA_THREADING_CHK_GOTO_EXIT' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto.c,8165,12,high,Return value of cryptographic function 'PSA_THREADING_CHK_GOTO_EXIT' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto.c,8174,12,high,Return value of cryptographic function 'PSA_THREADING_CHK_GOTO_EXIT' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto.c,8181,12,high,Return value of cryptographic function 'PSA_THREADING_CHK_GOTO_EXIT' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto.c,8189,12,high,Return value of cryptographic function 'PSA_THREADING_CHK_GOTO_EXIT' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto.c,8204,12,high,Return value of cryptographic function 'PSA_THREADING_CHK_GOTO_EXIT' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto.c,8213,12,high,Return value of cryptographic function 'PSA_THREADING_CHK_GOTO_EXIT' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto.c,8237,12,high,Return value of cryptographic function 'PSA_THREADING_CHK_GOTO_EXIT' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto.c,8285,8,high,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R01,library/psa_crypto_cipher.c,314,16,high,Hardcoded key array size (24 bytes) for 'keys' is insufficient for PQC.,"Increase array size to hold PQC public/private keys or signatures, or parameterize it.",excluded_r01_symmetric_hash_or_config_context
R04,library/psa_crypto_ecp.c,138,4,high,Return value of cryptographic function 'mbedtls_ecp_keypair_init' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto_ecp.c,191,8,high,Return value of cryptographic function 'mbedtls_ecp_keypair_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto_ecp.c,245,4,high,Return value of cryptographic function 'mbedtls_ecp_keypair_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto_ecp.c,310,4,high,Return value of cryptographic function 'mbedtls_ecp_keypair_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto_ecp.c,340,4,high,Return value of cryptographic function 'mbedtls_ecp_keypair_init' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto_ecp.c,345,8,high,Return value of cryptographic function 'mbedtls_ecp_keypair_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto_ecp.c,353,4,high,Return value of cryptographic function 'mbedtls_ecp_keypair_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto_ecp.c,430,4,high,Return value of cryptographic function 'mbedtls_ecp_keypair_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto_ecp.c,507,4,high,Return value of cryptographic function 'mbedtls_ecp_keypair_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto_ecp.c,587,4,high,Return value of cryptographic function 'mbedtls_ecp_keypair_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/psa_crypto_ecp.c,589,4,high,Return value of cryptographic function 'mbedtls_ecp_keypair_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R01,library/ssl_misc.h,86,0,medium,Hardcoded key/buffer size macro 'MBEDTLS_SSL_EXT_ID_PRE_SHARED_KEY' value (13) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,library/ssl_misc.h,93,0,medium,Hardcoded key/buffer size macro 'MBEDTLS_SSL_EXT_ID_POST_HANDSHAKE_AUTH' value (20) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R01,library/ssl_misc.h,95,0,medium,Hardcoded key/buffer size macro 'MBEDTLS_SSL_EXT_ID_KEY_SHARE' value (22) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R04,library/ssl_msg.c,5139,12,high,Return value of cryptographic function 'mbedtls_ssl_handshake_wrapup_free_hs_transform' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/ssl_tls.c,1063,8,high,Return value of cryptographic function 'mbedtls_ssl_handshake_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/ssl_tls.c,5480,8,high,Return value of cryptographic function 'mbedtls_ssl_handshake_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/ssl_tls.c,5551,8,high,Return value of cryptographic function 'mbedtls_ssl_handshake_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/ssl_tls.c,8447,4,high,Return value of cryptographic function 'mbedtls_ssl_handshake_free' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R04,library/ssl_tls.c,8518,4,high,Return value of cryptographic function 'mbedtls_ssl_handshake_wrapup_free_hs_transform' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_r04_cleanup_or_utility_call
R01,library/ssl_tls13_server.c,886,0,medium,Hardcoded key/buffer size macro 'SSL_TLS1_3_PARSE_KEY_SHARES_EXT_NO_MATCH' value (1) is below PQC minimum requirements.,Use a parameterized constant or a post-quantum size constant (e.g. ML-KEM key sizes > 800 bytes).,excluded_r01_symmetric_hash_or_config_context
R03,programs/aes/crypt_and_hash.c,71,18,high,Stack-allocated crypto buffer 'buffer' of large size (1024) detected.,PQC keys/buffers are large; allocate on the heap or use caller-provided memory to prevent stack exhaustion.,excluded_non_production_path
R02,programs/cipher/cipher_aead_demo.c,122,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R07,programs/fuzz/common.c,68,0,medium,Return contract violation: variable 'ret' stores crypto result but is returned without validation.,Ensure the return value contract is validated (e.g. checking for non-zero status) before returning.,excluded_non_production_path
R02,programs/fuzz/fuzz_privkey.c,49,8,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/fuzz/fuzz_privkey.c,58,12,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/fuzz/fuzz_privkey.c,61,12,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/fuzz/fuzz_privkey.c,71,8,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/fuzz/fuzz_pubkey.c,21,8,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/fuzz/fuzz_pubkey.c,30,12,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/fuzz/fuzz_pubkey.c,33,12,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/fuzz/fuzz_pubkey.c,36,12,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/fuzz/fuzz_pubkey.c,47,8,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/fuzz/fuzz_server.c,134,8,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/hash/hello.c,33,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_client.c,104,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_client.c,111,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_client.c,164,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_client.c,184,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_client.c,200,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_client.c,213,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_client.c,230,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_genprime.c,135,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_server.c,100,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_server.c,120,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_server.c,126,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_server.c,138,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_server.c,144,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_server.c,179,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_server.c,205,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_server.c,236,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/dh_server.c,247,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/ecdsa.c,127,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/ecdsa.c,161,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/ecdsa.c,198,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R04,programs/pkey/gen_key.c,199,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/gen_key.c,200,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/gen_key.c,204,12,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/gen_key.c,213,8,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R02,programs/pkey/gen_key.c,294,8,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/gen_key.c,295,12,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/gen_key.c,376,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/gen_key.c,409,4,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R02,programs/pkey/gen_key.c,412,8,medium,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,Refactor to support post-quantum algorithms.,excluded_non_production_path
R04,programs/pkey/gen_key.c,418,8,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/gen_key.c,419,8,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/gen_key.c,420,8,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/gen_key.c,421,8,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/gen_key.c,422,8,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
R04,programs/pkey/gen_key.c,423,8,high,Return value of cryptographic function 'mbedtls_mpi_write_file' is unchecked.,Check the return value for errors (e.g. decapsulation failure) to prevent security gaps.,excluded_non_production_path
